IČO organizace:2;Název organizace:;Právní forma:;Velikostní kategorie:;Adresa:;Kraj:;Okres:;Obec:;Datum vzniku:;Rok vzniku:;Instituce v likvidaci:;Činnost:;Obor:;Nadační kapitál:;Statutární orgán:;Zakladatel:;Počet pobočných spolků:;Popis účelu:;Živnostenské oprávnění:;X:;Y:;GlobalID;x;y
465810;Obec baráčníků Loket;Pobočný spolek;Neuvedeno;Loket,;Karlovarský kraj;Sokolov;Loket;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"12,754";"50,186";1897a2c4-cdd4-4729-93ab-6672f20a9e7d;"12,754";"50,186"
465828;Obec baráčníků Hraničář Tachov;Pobočný spolek;Neuvedeno;Tachov,;Plzeňský kraj;Tachov;Tachov;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"12,634";"49,795";2c42a556-5404-46ce-983e-b673e2accdb5;"12,634";"49,795"
465836;Obec baráčníků Bor u Tachova;Pobočný spolek;Neuvedeno;Bor,;Plzeňský kraj;Tachov;Bor;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"12,775";"49,712";0c0fa001-8db1-40a7-b008-7cc5ce12783d;"12,775";"49,712"
465844;Obec baráčníků Stříbro;Pobočný spolek;Neuvedeno;Stříbro,;Plzeňský kraj;Tachov;Stříbro;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"13,004";"49,753";6923e48a-f6ea-47df-8fb4-620c05def742;"13,004";"49,753"
465852;Vlastenecko - dobročinná obec baráčníků Stráž u Tachova;Pobočný spolek;Neuvedeno;Stráž, 34802, Stráž 1;Plzeňský kraj;Tachov;Stráž;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"12,778";"49,669";d4d64503-0256-45a2-803e-8c6a8bd3e2d6;"12,778";"49,669"
465861;Vlastenecko dobročinná sdružená obec baráčníků Doksy;Pobočný spolek;Neuvedeno;Doksy,;Liberecký kraj;Česká Lípa;Doksy;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,656";"50,565";cc5a0e6a-e202-436e-b223-d4ade84b6dee;"14,656";"50,565"
465879;Vlastenecko dobročinná sdružená obec baráčníků Zákupy;Pobočný spolek;Neuvedeno;Zákupy;Liberecký kraj;Česká Lípa;Zákupy;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,645";"50,685";a7942604-9cca-4a33-b946-2f01e291ba2a;"14,645";"50,685"
465887;OBEC BARÁČNÍKŮ BENEŠOV NAD PLOUČNICÍ;Pobočný spolek;Neuvedeno;Benešov nad Ploučnicí,;Ústecký kraj;Děčín;Benešov nad Ploučnicí;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,312";"50,742";ee7ea11a-f10d-49ae-bbfd-5bb8d8fc317d;"14,312";"50,742"
465895;OBEC BARÁČNÍKŮ DR.TYRŠE DĚČÍN II;Pobočný spolek;Neuvedeno;Děčín,;Ústecký kraj;Děčín;Děčín;31/12/1976;"1 976";aktivní;Uchování kulturních hodnot;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,215";"50,782";ba778a58-b608-4727-8c4c-a53fccc81489;"14,215";"50,782"
6009;Spolek Němců a přátel německé kultury v ČR;Spolek;Neuvedeno;Praha, 12000, Vinohrady (Praha 2), Vocelova 602/3;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,431";"50,076";4da63a1b-dd79-4142-a6cc-b21b0a32071e;"14,431";"50,076"
52914;Náboženská matice;Církve a náboženské společnosti;1 - 5 zaměstnanců;Praha, 16000, Dejvice, Thákurova 676/3;Hlavní město Praha;Praha;Praha;17/08/1984;"1 984";aktivní;NÁBOŽENSTVÍ;Náboženství a církve;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,387";"50,102";c3843440-dc56-4b94-986f-c6bb3a43e649;"14,387";"50,102"
448214;Český svaz chovatelů, z.s., Okresní organizace Praha-východ;Pobočný spolek;Neuvedeno;Všestary, 25163, Všestary, Všestary 180;Středočeský kraj;Praha-východ;Všestary;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,684";"49,96";cd2ca841-0d47-4800-9d08-ea9a97ed100e;"14,684";"49,96"
427993;ASOCIACE víceúčelových ZO technických sportů v likvidaci;Pobočný spolek;Neuvedeno;Varnsdorf, 40747, Varnsdorf, Palackého 2760;Ústecký kraj;Děčín;Varnsdorf;21/08/1992;"1 992";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,639";"50,905";dffc4922-4a75-45d0-a381-66ffef741f8c;"14,639";"50,905"
428213;SDRUŽ.TECHNICKÝCH SPORTŮ;Pobočný spolek;Neuvedeno;Svitavy, 56802, Město, Vojanova 152/13;Pardubický kraj;Svitavy;Svitavy;01/01/1980;"1 980";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"16,468";"49,757";fef2b9d1-a68c-4fba-8b89-f1c696ba36af;"16,468";"49,757"
317705;Tělovýchovná jednota Zdraví, z.s.;Spolek;Neuvedeno;Praha, 18600, Karlín, Malého 319/1;Hlavní město Praha;Praha;Praha;17/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,444";"50,09";230ce1bb-00ba-4099-a2ae-129686ffdd23;"14,444";"50,09"
103764;Český svaz ochránců přírody;Spolek;10 - 19 zaměstnanců;Praha, 14000, Michle (Praha 4), Michelská 48/5;Hlavní město Praha;Praha;Praha;01/01/1983;"1 983";aktivní;Ochrana flóry a krajiny;Environmentální záležitosti;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,453";"50,054";d7add024-920a-4b50-84f2-7f5002ba8056;"14,453";"50,054"
448222;Český svaz chovatelů, z.s., Okresní organizace Praha-západ;Pobočný spolek;Neuvedeno;Rudná, 25219, Rudná 1151;Středočeský kraj;Praha-západ;Rudná;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,216";"50,029";8ab0db71-c2e9-44b2-9f2f-6329fee60e13;"14,216";"50,029"
428230;Aeroklub Vysoké Mýto z.s.;Spolek;1 - 5 zaměstnanců;Vysoké Mýto, 56601, Litomyšlské Předměstí, Voštice 40;Pardubický kraj;Ústí nad Orlicí;Vysoké Mýto;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;Statutární orgán - výbor;není k dispozici;0;Sportovní činnost a odborný letecký výcvik ve všech leteckých sportech, letecké práce, pořádání sportovních akcí.;ANO;"16,175";"49,935";412c2fa2-c987-4dcb-9cf2-eeb70bc5e0b3;"16,175";"49,935"
324337;Armenia Club v likvidaci;Spolek;Neuvedeno;Praha;Hlavní město Praha;Praha;Praha;29/11/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,434";"50,084";d2696768-5591-405a-81c7-a3d9a1faf995;"14,434";"50,084"
448231;Český svaz chovatelů, z.s., Okresní organizace Příbram;Pobočný spolek;Neuvedeno;Dobříš, 26301, Dobříš, Na Kole 901;Středočeský kraj;Příbram;Dobříš;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,164";"49,789";bf1e130b-37f3-4d30-8d95-facbb725ca9d;"14,164";"49,789"
428531;AVZO TSČ ČR ZO Ostrava-střed v likvidaci;Pobočný spolek;Neuvedeno;Ostrava, 70200, Moravská Ostrava, Husova 1431/9;Moravskoslezský kraj;Ostrava-město;Ostrava;01/01/1991;"1 991";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"18,287";"49,84";f3d2d9cb-9c2c-4755-8ebe-29c7fcce0555;"18,287";"49,84"
429121;Svaz mladých Ústí nad Labem;Pobočný spolek;Neuvedeno;Ústí nad Labem-město, VLADIMÍRSKÁ 1;Ústecký kraj;Ústí nad Labem;Ústí nad Labem;31/12/1976;"1 976";aktivní;Mimoškolní vzdělávání dětí a mládeže;Vzdělávání;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,045";"50,662";e7cd1846-72d8-405c-9ca1-144da352c77d;"14,045";"50,662"
429180;OKRESNÍ KOORDINAČNÍ CENTRUM SVAZU MLADÝCH JIČÍN;Pobočný spolek;Neuvedeno;Jičín, 50601, Valdické Předměstí, Revoluční 1062;Královéhradecký kraj;Jičín;Jičín;31/12/1976;"1 976";aktivní;Mimoškolní vzdělávání dětí a mládeže;Vzdělávání;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"15,364";"50,442";835cebd3-576b-481c-9701-b7ecbc8a8be3;"15,364";"50,442"
103811;Česká speleologická společnost;Spolek;Neuvedeno;Praha, 15000, Smíchov, Na Březince 1513/14;Hlavní město Praha;Praha;Praha;28/02/1991;"1 991";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,397";"50,066";de25f4c7-d325-45f5-8eb0-3b65a0fe277d;"14,397";"50,066"
429309;Svaz mladých - okresní koordinační centrum převod z 3703;Pobočný spolek;Neuvedeno;Brno-střed, KOUNICOVA 14;Jihomoravský kraj;Brno-město;Brno;01/07/1984;"1 984";aktivní;Mimoškolní vzdělávání dětí a mládeže;Vzdělávání;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"16,602";"49,202";e39d689a-b4e6-46e2-b9ab-da47ec9ef35c;"16,602";"49,202"
429368;SVAZ MLADÝCH - okresní koordinační centrum;Pobočný spolek;Neuvedeno;Prostějov, 79601, Prostějov, nám. T. G. Masaryka 131/12;Olomoucký kraj;Prostějov;Prostějov;31/12/1976;"1 976";aktivní;Mimoškolní vzdělávání dětí a mládeže;Vzdělávání;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"17,109";"49,472";df2f149d-8ca0-42e6-a897-8f9b710db355;"17,109";"49,472"
429465;Okresní koordinační centrum SM;Pobočný spolek;Neuvedeno;Karviná, 73301, Fryštát, Markova 13/7;Moravskoslezský kraj;Karviná;Karviná;31/12/1976;"1 976";aktivní;Mimoškolní vzdělávání dětí a mládeže;Vzdělávání;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"18,543";"49,855";4ce7b870-e1ed-481a-8d71-b62292f6093e;"18,543";"49,855"
430617;České národní hnutí za mír a lidská práva;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Štěpánská 619/28;Hlavní město Praha;Praha;Praha;01/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,426";"50,079";d85b9dfe-5c76-4f57-a452-b2411abf7eda;"14,426";"50,079"
430749;Akademie Jana Amose Komenského, z.s. - oblast Kladno;Pobočný spolek;1 - 5 zaměstnanců;Kladno, 27201, Kladno, Floriánské náměstí 350;Středočeský kraj;Kladno;Kladno;19/06/1991;"1 991";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působerní se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"14,101";"50,146";af45a16b-506e-4210-b155-9a92656eab0d;"14,101";"50,146"
430765;Akademie Jana Amose Komenského, z.s. - oblast Kutná Hora;Pobočný spolek;Neuvedeno;Kutná Hora, 28401, Hlouška, Benešova 97;Středočeský kraj;Kutná Hora;Kutná Hora;31/12/1976;"1 976";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytvářnení systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"15,28";"49,958";c23da06d-0a25-43b2-bafe-c7b882b90dc5;"15,28";"49,958"
430790;SVI AJAK z.s.;Spolek;1 - 5 zaměstnanců;Praha, 10000, Strašnice (Praha 10), Černokostelecká 2020/20;Hlavní město Praha;Praha;Praha;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,493";"50,077";26dff653-504b-4a9e-b993-50562070f3f3;"14,493";"50,077"
430820;Akademie Jana Amose Komenského, z.s. - oblast Příbram;Pobočný spolek;1 - 5 zaměstnanců;Příbram, 26101, Příbram II, Jasná 653;Středočeský kraj;Příbram;Příbram;31/12/1976;"1 976";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému zvdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými komeptentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"14,019";"49,694";8537b271-ec25-48ad-9280-c5f69793d9bd;"14,019";"49,694"
430986;Akademie Jana Amose Komenského, z.s. - oblast Plzeň;Pobočný spolek;Neuvedeno;Plzeň, 31200, Doubravka, Zábělská 762/40;Plzeňský kraj;Plzeň-město;Plzeň;07/11/1986;"1 986";aktivní;Ostatní vzdělávací služby;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému  vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"13,42";"49,758";0242680d-5221-4597-ad84-8c95b5c2b106;"13,42";"49,758"
431061;Akademie J.A. Komenského Děčín;Spolek;Neuvedeno;Děčín, 40502, Děčín I-Děčín, Karla Čapka 211/1;Ústecký kraj;Děčín;Děčín;31/12/1976;"1 976";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"14,21";"50,782";596cca4f-fd23-487a-bb15-4a05c36a0fec;"14,21";"50,782"
431079;Akademie Jana Amose Komenského oblast Chomutov;Pobočný spolek;Neuvedeno;Chomutov, 43001, Chomutov, Školní 1294/55;Ústecký kraj;Chomutov;Chomutov;31/12/1976;"1 976";aktivní;Služby profesních organizací;Profesní organizace;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"13,415";"50,458";87daaefe-1c3f-4fb0-a6a0-328a821d9589;"13,415";"50,458"
431168;Akademie Jana Amose Komenského, z.s. - oblast Havlíčkův Brod;Pobočný spolek;1 - 5 zaměstnanců;Havlíčkův Brod, 58001, Havlíčkův Brod, Trocnovská 739;Kraj Vysočina;Havlíčkův Brod;Havlíčkův Brod;31/12/1976;"1 976";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"15,591";"49,606";1285bec7-05e1-45e1-8953-925cf0cb7733;"15,591";"49,606"
431192;Akademie Jana Amose Komenského, z.s. - oblast Jičín;Pobočný spolek;1 - 5 zaměstnanců;Jičín, 50601, Valdické Předměstí, Fügnerova 676;Královéhradecký kraj;Jičín;Jičín;31/12/1976;"1 976";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a  spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétnbím vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány,  - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání. c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"15,359";"50,433";378889d0-ecf9-473f-9b39-f4d856d8843f;"15,359";"50,433"
431249;Akademie Jana Amose Komenského, z.s. - oblast Svitavy;Pobočný spolek;1 - 5 zaměstnanců;Svitavy, 56802, Předměstí, Radiměřská 1143/10;Pardubický kraj;Svitavy;Svitavy;01/01/1980;"1 980";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"16,46";"49,752";68187ad6-317f-4187-a9eb-4c2b7f8a9af4;"16,46";"49,752"
431257;Akademie Jana Amose Komenského, z.s. - oblast Trutnov;Pobočný spolek;Neuvedeno;Trutnov, 54101, Horní Předměstí, Pražská 59;Královéhradecký kraj;Trutnov;Trutnov;31/12/1976;"1 976";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících  standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování  a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"15,909";"50,559";868cfaaa-b455-4238-bf9f-3c4046c0c0d0;"15,909";"50,559"
431311;Akademie Jana Amose Komenského, z.s. - oblast Břeclav;Pobočný spolek;Neuvedeno;Břeclav, 69002, Břeclav, 17. listopadu 2995/1a;Jihomoravský kraj;Břeclav;Břeclav;31/12/1976;"1 976";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje  zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.   2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnbosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a rozšiřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"16,883";"48,758";c86d63c2-8490-4616-8f2f-d59b16bb13e8;"16,883";"48,758"
431338;Akademie Jana Amose Komenského, z.s. - oblast Hodonín;Pobočný spolek;1 - 5 zaměstnanců;Hodonín, 69501, Hodonín, tř. Dukelských hrdinů 3653/1;Jihomoravský kraj;Hodonín;Hodonín;31/12/1976;"1 976";aktivní;Ostatní vzdělávací služby jinde neuvedené;Vzdělávání;není k dispozici;Statutární orgán;není k dispozici;0;1. AJAK se podílí na tvorbě a realizaci celoživotního vzdělávání pro všechny věkové kategorie, zejména však působí v oblasti vzdělávání dospělých. V tomto smyslu vyjadřuje a prosazuje zájmy svých členů a spolupracovníků na rozvoji vzdělanosti a kvalifikace všech občanů a na vytváření systému vzdělávání dospělých jako součásti celoživotního vzdělávání.  2. V konkrétním vzdělávacím působení se AJAK zaměřuje zejména na tyto činnosti: a) zvyšování odborných a pedagogických kvalit svých členů a spolupracovníků naplňujících standardy vzdělávacích programů a prosazujících perspektivní modely vzdělávání, b) zvyšování vzdělanosti a kulturní úrovně všech občanů: - rozvíjením vzdělávacích aktivit spjatých s fungováním trhu práce, zaměřených na zvyšování a roziřování kvalifikace a na rekvalifikace - zvláště vzdělávacích programů akreditovaných příslušnými kompetentními orgány, - vytvářením rozmanitých příležitostí pro občanské a zájmové vzdělávání, - poskytování dalších příležitostí pro získání příslušného stupně vzdělání, c) poskytování informací v oblasti kultury, vzdělávání a rozvoje cestovního ruchu.;ANO;"17,122";"48,854";9436de5d-4b34-4e6a-baf2-d941501ad9e8;"17,122";"48,854"
